participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.time_Instructions,player.time_Queue,player.time_Service,player.time_BP,player.time_Results,player.endowment,player.tokens,player.start_pos,player.end_pos,player.service_time,player.waiting_time,player.pay_rate,player.swap_method,player.tokenSwap,player.pay_method,player.round_payoff,player.metadata,player.allMetadata,player.discrete,player.messaging,player.cost,player.payoff,group.id_in_subsession,group.ran_ready_function,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,606vg0po,,0,19,18,Lines_Queueing,3,Results,127.0.0.1,2019-07-26 17:34:53.501477+00:00,1,,,13,4,,2019-07-26T17:34:57.031Z,2019-07-26T17:36:40.671Z,2019-07-26T17:36:58.139Z,,4.0,0,4,3,24.0,95.0,4.0,double,,gain,2.94,"{""1564162501874"":{""status"":""accepted"",""requester"":4,""requestee"":3,""message"":""as"",""doubleRequestPrice"":2,""doubleAcceptPrice"":1,""bid"":""2.00"",""queue"":[1,2,4,3]},""1564162513756"":{""status"":""cancelled"",""requester"":2,""requestee"":1,""queue"":[1,2,4,3]},""1564162533645"":{""status"":""accepted"",""requester"":3,""requestee"":4,""message"":""dfdfdd"",""doubleRequestPrice"":1,""doubleAcceptPrice"":0.2,""bid"":""1.00"",""queue"":[1,2,3,4]},""1564162564091"":{""status"":""accepted"",""requester"":4,""requestee"":3,""message"":""dfd"",""doubleRequestPrice"":2,""doubleAcceptPrice"":1,""bid"":""2.00"",""queue"":[1,2,4,3]}}","{""1"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""2"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""3"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""4"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}""}",1,1,0.530430492043659,0,2,2019-07-26 17:34:56.961660+00:00,1,sn7uy5dk,,,,,,0
2,zyhr6z5o,,0,19,18,Lines_Queueing,3,Results,127.0.0.1,2019-07-26 17:34:53.829355+00:00,1,,,9,1,,2019-07-26T17:34:57.036Z,2019-07-26T17:35:46.429Z,2019-07-26T17:36:59.139Z,,4.0,0,1,1,24.0,44.0,4.0,double,,gain,11.0,"{""1564162501874"":{""status"":""accepted"",""requester"":4,""requestee"":3,""message"":""as"",""doubleRequestPrice"":2,""doubleAcceptPrice"":1,""bid"":""2.00"",""queue"":[1,2,4,3]},""1564162513756"":{""status"":""cancelled"",""requester"":2,""requestee"":1,""queue"":[1,2,4,3]},""1564162533645"":{""status"":""accepted"",""requester"":3,""requestee"":4,""message"":""dfdfdd"",""doubleRequestPrice"":1,""doubleAcceptPrice"":0.2,""bid"":""1.00"",""queue"":[1,2,3,4]},""1564162564091"":{""status"":""accepted"",""requester"":4,""requestee"":3,""message"":""dfd"",""doubleRequestPrice"":2,""doubleAcceptPrice"":1,""bid"":""2.00"",""queue"":[1,2,4,3]}}","{""1"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""2"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""3"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""4"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}""}",1,1,0.04949039996636728,0,2,2019-07-26 17:34:56.961660+00:00,1,sn7uy5dk,,,,,,0
3,ccem9z20,,0,19,18,Lines_Queueing,3,Results,127.0.0.1,2019-07-26 17:34:54.141539+00:00,1,,,36,2,,2019-07-26T17:34:58.054Z,2019-07-26T17:36:16.879Z,2019-07-26T17:37:00.999Z,,4.0,0,2,2,24.0,65.0,4.0,double,,gain,7.07,"{""1564162575264"":{""status"":""cancelled"",""requester"":4,""requestee"":3,""queue"":[1,2,3,4]}}","{""1"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""2"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""3"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""4"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}""}",1,1,0.9294292014189091,0,1,2019-07-26 17:34:57.767691+00:00,1,sn7uy5dk,,,,,,0
4,5f4zikew,,0,19,18,Lines_Queueing,3,Results,127.0.0.1,2019-07-26 17:34:54.516126+00:00,1,,,84,4,,2019-07-26T17:34:58.014Z,,2019-07-26T17:37:00.960Z,,4.0,0,4,4,24.0,107.0,4.0,double,,gain,6.29,"{""1564162575264"":{""status"":""cancelled"",""requester"":4,""requestee"":3,""queue"":[1,2,3,4]}}","{""1"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""2"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""3"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""4"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}""}",1,1,0.5703876408992588,0,1,2019-07-26 17:34:57.767691+00:00,1,sn7uy5dk,,,,,,0
5,vg3f9uyp,,0,19,18,Lines_Queueing,3,Results,127.0.0.1,2019-07-26 17:34:54.830546+00:00,1,,,64,3,,2019-07-26T17:34:56.972Z,,2019-07-26T17:36:58.012Z,,4.0,0,3,4,24.0,105.0,4.0,double,,gain,13.9,"{""1564162501874"":{""status"":""accepted"",""requester"":4,""requestee"":3,""message"":""as"",""doubleRequestPrice"":2,""doubleAcceptPrice"":1,""bid"":""2.00"",""queue"":[1,2,4,3]},""1564162513756"":{""status"":""cancelled"",""requester"":2,""requestee"":1,""queue"":[1,2,4,3]},""1564162533645"":{""status"":""accepted"",""requester"":3,""requestee"":4,""message"":""dfdfdd"",""doubleRequestPrice"":1,""doubleAcceptPrice"":0.2,""bid"":""1.00"",""queue"":[1,2,3,4]},""1564162564091"":{""status"":""accepted"",""requester"":4,""requestee"":3,""message"":""dfd"",""doubleRequestPrice"":2,""doubleAcceptPrice"":1,""bid"":""2.00"",""queue"":[1,2,4,3]}}","{""1"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""2"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""3"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""4"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}""}",1,1,0.032053897968071565,0,2,2019-07-26 17:34:56.961660+00:00,1,sn7uy5dk,,,,,,0
6,wpdgham5,,0,19,18,Lines_Queueing,3,Results,127.0.0.1,2019-07-26 17:34:55.233528+00:00,1,,,100,2,,2019-07-26T17:34:56.990Z,2019-07-26T17:36:15.953Z,2019-07-26T17:36:57.960Z,,4.0,0,2,2,24.0,66.0,4.0,double,,gain,10.22,"{""1564162501874"":{""status"":""accepted"",""requester"":4,""requestee"":3,""message"":""as"",""doubleRequestPrice"":2,""doubleAcceptPrice"":1,""bid"":""2.00"",""queue"":[1,2,4,3]},""1564162513756"":{""status"":""cancelled"",""requester"":2,""requestee"":1,""queue"":[1,2,4,3]},""1564162533645"":{""status"":""accepted"",""requester"":3,""requestee"":4,""message"":""dfdfdd"",""doubleRequestPrice"":1,""doubleAcceptPrice"":0.2,""bid"":""1.00"",""queue"":[1,2,3,4]},""1564162564091"":{""status"":""accepted"",""requester"":4,""requestee"":3,""message"":""dfd"",""doubleRequestPrice"":2,""doubleAcceptPrice"":1,""bid"":""2.00"",""queue"":[1,2,4,3]}}","{""1"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""2"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""3"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}"", ""4"": ""{\""1564162501874\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""as\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]},\""1564162513756\"":{\""status\"":\""cancelled\"",\""requester\"":2,\""requestee\"":1,\""queue\"":[1,2,4,3]},\""1564162533645\"":{\""status\"":\""accepted\"",\""requester\"":3,\""requestee\"":4,\""message\"":\""dfdfdd\"",\""doubleRequestPrice\"":1,\""doubleAcceptPrice\"":0.2,\""bid\"":\""1.00\"",\""queue\"":[1,2,3,4]},\""1564162564091\"":{\""status\"":\""accepted\"",\""requester\"":4,\""requestee\"":3,\""message\"":\""dfd\"",\""doubleRequestPrice\"":2,\""doubleAcceptPrice\"":1,\""bid\"":\""2.00\"",\""queue\"":[1,2,4,3]}}""}",1,1,0.7785859813698167,0,2,2019-07-26 17:34:56.961660+00:00,1,sn7uy5dk,,,,,,0
7,rtjx7k0y,,0,19,18,Lines_Queueing,3,Results,127.0.0.1,2019-07-26 17:34:55.608308+00:00,1,,,60,3,,2019-07-26T17:34:57.959Z,2019-07-26T17:36:49.064Z,2019-07-26T17:37:00.985Z,,4.0,0,3,3,24.0,86.0,4.0,double,,gain,7.04,"{""1564162575264"":{""status"":""cancelled"",""requester"":4,""requestee"":3,""queue"":[1,2,3,4]}}","{""1"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""2"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""3"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""4"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}""}",1,1,0.4781732665525771,0,1,2019-07-26 17:34:57.767691+00:00,1,sn7uy5dk,,,,,,0
8,16338w0g,,0,19,18,Lines_Queueing,3,Results,127.0.0.1,2019-07-26 17:34:56.029424+00:00,1,,,92,1,,2019-07-26T17:34:58.018Z,2019-07-26T17:35:49.327Z,2019-07-26T17:37:00.999Z,,4.0,0,1,1,24.0,43.0,4.0,double,,gain,8.0,"{""1564162575264"":{""status"":""cancelled"",""requester"":4,""requestee"":3,""queue"":[1,2,3,4]}}","{""1"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""2"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""3"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}"", ""4"": ""{\""1564162575264\"":{\""status\"":\""cancelled\"",\""requester\"":4,\""requestee\"":3,\""queue\"":[1,2,3,4]}}""}",1,1,0.8177638158873095,0,1,2019-07-26 17:34:57.767691+00:00,1,sn7uy5dk,,,,,,0
